Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60007678,2017-05-15,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-10-09,V5 Job abandonment,2017-10-06,80640,Cutting,,Female,1962-05-02,Cutting/Slitting Machine Operator SMT-00
60007684,2017-05-15,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-05-24,V5 Job abandonment,2017-05-15,214-K061,XL3 Fuel Rail,,Male,1990-11-09,Production Associate
60007687,2017-05-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-27,V0 Resignation unknown/Other,2017-07-21,54-1202,Prodn Line Cost Coll,,Male,1995-11-04,Manufacturing Associate I
60007692,2017-05-16,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-06-01,2301202050,Ext Asse. Labor AIS,,unknown,1970-01-01,Temporary / Contingent
60007693,2017-04-06,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-05-18,V0 Resignation unknown/Other,2017-05-31,18390,AD Direct Cabling,,Male,,Temporary / Contingent
60007694,2017-05-16,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-05-22,2301202030,Ext Mat Prep Labor A,,unknown,1970-01-01,Temporary / Contingent
60007699,2017-04-26,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,2017-05-18,V0 Resignation unknown/Other,2017-09-05,2301203030,BM Machine&Proctect,,Male,1980-01-01,Temporary / Contingent
60007706,2017-05-01,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-05-18,V0 Resignation unknown/Other,2017-06-18,18390,AD Direct Cabling,,Male,1993-03-08,Temporary / Contingent
60007707,2017-04-24,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-05-18,V0 Resignation unknown/Other,2017-05-26,18390,AD Direct Cabling,,Male,1993-01-13,Temporary / Contingent
60007709,2017-05-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-23,V0 Resignation unknown/Other,2017-08-19,54-1202,Prodn Line Cost Coll,,Female,1976-02-16,Manufacturing Associate I
60007711,2017-05-23,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-08-18,T5 End of intership,2017-08-18,2301202040,Ext Finish Labor A,,Male,1996-04-12,Intern/Student Program - Technical
60007712,2017-05-15,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-07-12,V0 Resignation unknown/Other,2017-07-02,214-K061,XL3 Fuel Rail,,Male,1994-08-24,Production Associate
60007714,2017-05-15,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-09-19,I4 Failed probation period,2017-09-06,214-286,SCM - Warehouse,,Male,1983-01-14,Production Associate
60007718,2017-05-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-01,V0 Resignation unknown/Other,2017-08-30,54-1202,Prodn Line Cost Coll,,Female,1996-03-15,Manufacturing Associate I
60007719,2017-05-19,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,2017-10-15,12250,MV Pass/LT F.F.,,Male,,
60007720,2017-05-19,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-05-28,12250,MV Pass/LT F.F.,,Male,,Rework/Repair Operator Final Finish MVN-
60007723,2017-05-18,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I2 Disciplinary action,2017-08-14,12030,MV Mixing,,Male,,
60007730,2017-05-18,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-30,761175,EAS Production,,unknown,,
60007731,2017-05-18,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-22,161152,Prod. Wash MOR,,unknown,,
60007735,2017-05-30,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-06-30,T5 End of intership,2017-06-30,2301219610,Dispatch Supervision,,Male,1995-10-15,Intern/Student Program - Technical
60007737,2017-05-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,2017-09-20,12250,MV Pass/LT F.F.,,Male,1981-07-16,
60007738,2017-05-21,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-02,161150,Bracketing,,unknown,,Temporary / Contingent
60007739,2017-05-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-08-06,12250,MV Pass/LT F.F.,,Male,1954-04-02,Rework/Repair Operator Final Finish MVN-
60007741,2017-05-21,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-22,161150,Bracketing,,unknown,,Temporary / Contingent
60007742,2017-05-15,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-05-24,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007743,2017-05-15,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-06-05,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007744,2017-05-15,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-07-19,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007745,2017-05-15,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-06-06,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007746,2017-05-17,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-05-18,1862177,PRODUCTION ADMIN,,unknown,,
60007747,2017-05-17,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-05-23,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007748,2017-05-17,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-05-18,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007749,2017-05-17,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-22,V0 Resignation unknown/Other,2017-05-22,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007756,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-11,T5 End of intership,2017-08-10,54-3520,Engr Tech Ops COMM,,Male,1996-06-13,Intern/Student Program - Technical
60007757,2017-05-22,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-05,T5 End of intership,2017-08-04,2264332,ADAS GSF Frontend Co,,Female,1998-11-26,Intern/Student Program - Technical
60007758,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-23,T5 End of intership,2017-08-18,54-3520,Engr Tech Ops COMM,,Male,1996-10-01,Intern/Student Program - Technical
60007759,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,VE End of assignment,2017-08-04,54-3000,Line Changes/Improv,,Male,1997-08-07,Intern/Student Program - Technical
60007760,2017-05-02,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-06-27,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007761,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,VE End of assignment,2017-08-04,54-3520,Engr Tech Ops COMM,,Male,1996-05-05,Intern/Student Program - Technical
60007764,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-15,T5 End of intership,2017-08-14,54-3000,Line Changes/Improv,,Male,1985-11-15,Intern/Student Program - Technical
60007765,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-18,T5 End of intership,2017-08-17,54-3500,Test Engr (NPL) COMM,,Male,1994-11-12,Intern/Student Program - Technical
60007766,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-07-13,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007767,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-09-19,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007768,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-05-30,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007770,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-05-26,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007771,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-05-26,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007772,2017-05-22,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-15,T5 End of intership,2017-08-11,164410,EBS Sys Engineering,,Male,1997-07-02,Intern/Student Program - Technical
60007774,2017-05-22,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-06-06,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007775,2017-05-23,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-06-20,T2 Family issues,2017-06-16,2301258210,QC Inspection,,Female,1997-02-17,Intern/Student Program - Technical
60007776,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-11,T5 End of intership,2017-08-04,54-3070,Mfg Engr-NPL / SPECS,,Male,1995-09-18,Intern/Student Program - Technical
60007777,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-24,T5 End of intership,2017-08-23,54-3520,Engr Tech Ops COMM,,Male,1995-06-19,Intern/Student Program - Technical
60007779,2017-05-11,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-06-16,T5 End of intership,2017-06-12,839918,Recruiting Center CA,,Female,1995-05-27,Intern/Student Program - Non Technical
60007783,2017-05-23,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-07-28,161152,Prod. Wash MOR,,unknown,,
60007784,2017-05-22,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-13,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60007786,2017-05-23,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-07-23,161159,Fin. Ably MK100 MOD9,,unknown,,
60007787,2017-08-02,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-16,161408,Receiving Morganton,,unknown,,Temporary / Contingent
60007788,2017-05-23,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-07-13,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60007789,2017-05-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-07-12,12260,MV PII Truck Curing,,Male,,Press Operator MVN-112
60007790,2017-05-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-06-20,12620,MV Qualty Inspection,,Male,,
60007792,2017-05-22,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-08-02,T5 End of intership,2017-08-08,214-K046,HC Val and Analysis,,Male,1996-12-06,Intern/Student Program - Technical
60007793,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,VE End of assignment,2017-08-04,54-3520,Engr Tech Ops COMM,,Male,1993-07-28,Intern/Student Program - Technical
60007794,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-11,T5 End of intership,2017-08-11,54-3000,Line Changes/Improv,,Male,1996-02-02,Intern/Student Program - Technical
60007795,2017-05-30,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-09-05,V8 Relocation,2017-09-01,2301208010,Maintenance,,Male,1972-07-10,Maintenance Technician II
60007796,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,VE End of assignment,2017-08-04,54-4360,Recv / Frt / Duty Pr,,Female,1998-03-06,Intern/Student Program - Technical
60007797,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-17,T5 End of intership,2017-08-16,54-3520,Engr Tech Ops COMM,,Female,1997-01-29,Intern/Student Program - Technical
60007798,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-15,T5 End of intership,2017-08-11,54-5100,IT Plant COMMON,,Female,1998-05-27,Intern/Student Program - Technical
60007799,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,VE End of assignment,2017-08-04,54-3080,COM Opn Managers,,Male,1998-06-06,Intern/Student Program - Technical
60007802,2017-05-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-22,T5 End of intership,2017-08-18,54-3520,Engr Tech Ops COMM,,Male,1992-12-02,Intern/Student Program - Technical
60007808,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-05-18,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007809,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-08-31,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007810,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-05-28,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007811,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-07-05,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007813,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-09-06,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007815,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-05-23,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007816,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-06-06,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007818,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-05-30,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007819,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-07-27,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007820,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-25,V0 Resignation unknown/Other,2017-09-16,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60007826,2017-05-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,2017-07-16,12570,MV Shipping and Whse,,Male,,
60007831,2017-05-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-16,I5 Excessive absenteeism,2017-06-16,54-1202,Prodn Line Cost Coll,,Female,1957-12-08,Manufacturing Associate I
60007833,2017-05-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-22,V0 Resignation unknown/Other,2017-08-15,54-1202,Prodn Line Cost Coll,,Male,1995-04-13,Manufacturing Associate I
60007835,2017-05-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-01,V0 Resignation unknown/Other,2017-07-28,54-4362,COM Recv / Frt / Dut,,Male,1979-02-01,Material Handler I
60007836,2017-05-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-27,V0 Resignation unknown/Other,2017-07-21,54-1202,Prodn Line Cost Coll,,Male,1969-07-30,Manufacturing Associate I
60007842,2017-05-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-20,V0 Resignation unknown/Other,2017-06-15,54-4362,COM Recv / Frt / Dut,,Male,1959-08-30,Material Handler I
60007844,2017-05-30,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,2017-08-23,T5 End of intership,2017-08-18,205-B974,I BS RD CF MD4,,Female,1998-11-20,Intern/Student Program - Technical
60007846,2017-05-29,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-30,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60007848,2017-05-25,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-07,161152,Prod. Wash MOR,,unknown,,Temporary / Contingent
60007849,2017-05-26,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-17,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60007850,2017-05-30,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-08-18,161409,Supplier Planning,,unknown,,Temporary / Contingent
60007854,2017-05-24,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-29,V0 Resignation unknown/Other,2017-06-30,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007855,2017-05-24,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-29,V0 Resignation unknown/Other,2017-05-25,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007856,2017-05-24,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-29,V0 Resignation unknown/Other,2017-07-16,1862177,PRODUCTION ADMIN,,unknown,,
60007857,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-29,V0 Resignation unknown/Other,2017-07-27,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007863,2017-05-30,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-08,T5 End of intership,2017-08-31,12900,MV Factory Executive,,Male,1995-12-01,Intern/Student Program - Non Technical
60007864,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-06-06,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007865,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-06-06,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007866,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-08-18,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007867,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-08-15,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007871,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-06-27,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007872,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-06-22,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60007873,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-06-08,54-0700,Bldg/Facility COMMON,,unknown,,Temporary / Contingent
60007877,2017-05-30,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-15,T5 End of intership,2017-08-31,12570,MV Shipping and Whse,,Female,1996-10-30,Intern/Student Program - Non Technical
60007878,2017-05-30,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-14,T5 End of intership,2017-08-11,12720,MV Plant Engineering,,Male,1996-02-04,Intern/Student Program - Non Technical
60007879,2017-05-30,30 Termination,Halstead,US-KS-Halstead-CT Legg,2017-09-15,V3 Accepted other employment,2017-08-20,11000,General production,,Male,1972-11-14,Calendar Machine Operator HAL-002
60007882,2017-05-23,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,2017-05-31,V0 Resignation unknown/Other,2017-06-20,2301202050,Ext Asse. Labor AIS,,Male,1990-01-01,Temporary / Contingent
60007885,2017-05-31,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-09-10,22070,MV CF Pass Curing,,Male,,
60007897,2017-05-30,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-08-07,T5 End of intership,2017-08-04,1862406,Customer Admin,,Female,1997-01-13,Intern/Student Program - Technical
60007901,2017-05-30,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-06-01,T5 End of intership,2017-08-11,214-290,Quality&Reliability,,Male,1996-09-16,Intern/Student Program - Technical
60007909,2017-05-16,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-01,V0 Resignation unknown/Other,2017-06-12,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007911,2017-06-01,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-15,T5 End of intership,2017-08-31,12910,MV Industrial Eng,,Female,1984-06-24,Intern/Student Program - Non Technical
60007914,2017-05-31,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-06-16,161150,Bracketing,,unknown,,Temporary / Contingent
60007917,2017-06-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,2017-06-11,12250,MV Pass/LT F.F.,,Male,,Rework/Repair Operator Final Finish MVN-
60007918,2017-06-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,2017-06-25,12050,MV CVT  Processing,,Male,,Crew Member MVN-206
60007920,2017-06-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,2017-08-21,12570,MV Shipping and Whse,,Male,,
60007922,2017-05-30,30 Termination,NPN Non-Union,US-VA-Newport News-C Auto Sys,2017-08-24,T5 End of intership,2017-08-23,214-219,Plant IE,,Male,1996-06-06,Intern/Student Program - Technical
60007937,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VE End of assignment,2017-07-28,12730,MV Gen Maint,,Male,1997-07-31,Maintenance Apprentice
60007938,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VE End of assignment,2017-07-28,12730,MV Gen Maint,,Male,1992-02-17,Maintenance Apprentice
60007940,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VE End of assignment,2017-07-28,12730,MV Gen Maint,,Male,1994-04-26,Maintenance Apprentice
60007942,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VE End of assignment,2017-07-28,12730,MV Gen Maint,,Male,1994-07-19,Maintenance Apprentice
60007949,2017-06-05,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-30,V0 Resignation unknown/Other,2017-06-26,54-1202,Prodn Line Cost Coll,,Female,1990-02-02,Manufacturing Associate I
60007950,2017-06-05,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-30,V0 Resignation unknown/Other,2017-06-29,54-1202,Prodn Line Cost Coll,,Male,1981-06-29,Manufacturing Associate I
60007954,2017-05-30,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-06-08,2301202050,Ext Asse. Labor AIS,,unknown,1970-01-01,Temporary / Contingent
60007956,2017-05-30,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-06-28,2301202050,Ext Asse. Labor AIS,,unknown,1970-01-01,Temporary / Contingent
60007959,2017-05-23,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-06-08,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60007962,2017-05-30,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-10-04,2301258210,QC Inspection,,unknown,1970-01-01,Temporary / Contingent
60007963,2017-05-30,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-06-05,2301258210,QC Inspection,,unknown,1970-01-01,Temporary / Contingent
60007967,2017-05-31,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-08-29,2301202030,Ext Mat Prep Labor A,,unknown,1970-01-01,Temporary / Contingent
60007968,2017-06-02,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-07-12,2301208120,Warehouse - Var,,unknown,1970-01-01,Temporary / Contingent
60007970,2017-06-01,30 Termination,NPN Non-Union,US-VA-Newport News-C Auto Sys,2017-10-02,T5 End of intership,2017-09-29,214-839,Advanced Development,,Female,1997-03-09,Intern/Student Program - Technical
60007971,2017-05-31,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-06-09,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007972,2017-05-31,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-09-03,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007973,2017-05-31,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-07-30,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007975,2017-05-31,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-06-24,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007976,2017-05-31,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-05,V0 Resignation unknown/Other,2017-08-28,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60007985,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-14,V0 Resignation unknown/Other,2017-06-13,12040,MV Calendering,,Male,1985-07-11,Press Operator MVN-215
60007996,2017-06-05,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-19,V0 Resignation unknown/Other,2017-06-15,12120,MV Stock Prep,,Male,1991-04-15,Cutting/Slitting Machine Operator MVN-11
60008001,2017-06-12,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-25,T5 End of intership,2017-08-25,1764460,CES - Chassis,,Male,1994-09-22,Intern/Student Program - Technical
