Auto req ID,Country,Continental Location,Division,Cost Center,Job Title,Business Unit,Internal Position Title,Salary Classification,Salary Type,Current Req Status,Recruiter GID,ePR Approved,Date Open,Written Offer Accepted,Days On Hold,Days Open,Date Closed,Date Canceled,Started/Hired,No. of Positions,Positions Remaining,Original,Job Type,Date on Hold,Date Req Posted,Salary classification for internal posting
58769BR,US,Seguin,Powertrain,54­3520,Mechanical Engineering Intern­ SUMMER 2017,Engine Systems,Mechanical Engineering Intern­ SUMMER 2017,Freshman­Senior,Fix,Closed,-90067517,2017-02-24,2017-02-27,2017-04-07,,99,2017-06-06,,2017-06-06,1,0,External,Working Student,,2017-03-15 00:00:00,
58769BR,US,Seguin,Powertrain,54­3520,Mechanical Engineering Intern­ SUMMER 2017,Engine Systems,Mechanical Engineering Intern­ SUMMER 2017,Freshman­Senior,Fix,Closed,-90067517,2017-02-24,2017-02-27,2017-04-10,,99,2017-06-06,,,1,0,Manual,Working Student,,2017-03-15 00:00:00,
58770BR,US,Seguin,Powertrain,54­3500,Test Engineering Intern­ SUMMER 2017,Engine Systems,Test Engineering Intern­ SUMMER 2017,Freshman­Senior,Fix,Closed,-90067517,2017-02-24,2017-02-27,2017-04-07,,99,2017-06-06,,2017-06-06,1,0,External,Internship,,2017-03-15 00:00:00,
58771BR,US,Seguin,Powertrain,54­3520,Mechanical Engineering Intern­ SUMMER 2017,Engine Systems,Mechanical Engineering Intern­ SUMMER 2017,Freshman­Senior,Fix,Closed,-90067517,2017-02-24,2017-04-10,2017-04-10,,57,2017-06-06,,2017-06-06,1,0,Manual,Internship,,2017-04-10 00:00:00,
58778BR,US,Auburn Hills South,Powertrain,205­J068,Business Controlling Intern,Central Functions,Business Controlling Intern,Intern,Fix,Closed,-90164995,2017-02-24,2017-03-02,2017-03-13,,62,2017-05-03,,2017-05-03,1,0,External,Internship,,2017-03-02 00:00:00,
58779BR,US,Santa Teresa,Powertrain,204­8333,Senior Financial Analyst,Fuel & Exhaust Management (FEM),Senior Financial Analyst,11,Fix,Closed,-90015268,2017-02-24,2017-02-28,2017-04-26,63.0,94,2017-08-04,,2017-05-01,1,0,Internal,Position with experience,2017-06-02,2017-03-03 00:00:00,Grade 11
58780BR,US,Auburn Hills North,Automotive Divisions Central Functions,9764124,IT Controller NA,Automotive Divisions Central Functions,IT Controller NA,12,Fix,Closed,-90352286,2017-02-24,2017-03-02,2017-07-10,0.0,130,2017-07-10,,2017-07-10,1,0,External,Position with experience,2017-04-04,2017-03-02 00:00:00,12
58790BR,US,San Jose,Automotive Divisions Central Functions,SW-8010,Senior Sourcing Strategist,Automotive Divisions Central Functions,Senior Staff Staffing Specialist,11,Fix,Closed,-90148033,2016-09-09,2017-02-24,2017-02-28,,25,2017-03-21,,2017-03-21,1,0,External,Position with experience,,2017-02-28 00:00:00,11
58795BR,US,Santa Barbara,Chassis & Safety,222­4000,Senior ASIC Mask Designer,Advanced Driver Assistance Systems (ADAS),Senior ASIC Mask Designer,10­11,Fix,Closed,-90370132,2017-02-24,2017-03-07,2017-05-01,,62,2017-05-08,,2017-05-01,1,0,External,Position with experience,,2017-04-12 00:00:00,2017-10-11 00:00:00
58803BR,US,St. Marys,ContiTech,11250,HR Generalist,Conveyor Belt Group (CBG),HR Generalist,Grade 10,Fix,Closed,-90339946,,2017-02-26,2017-04-05,6.0,32,2017-04-05,,2017-04-05,1,0,External,Position with experience,2017-03-30,2017-03-07 00:00:00,Grade 10
58830BR,US,Newport News,Powertrain,214­288,Customer Analyst,Engine Systems,Customer Analyst,10,Fix,Closed,-90161893,2017-02-27,2017-02-27,2017-04-23,,80,2017-05-18,,2017-05-15,1,0,External,Position with experience,,2017-02-27 00:00:00,2017-09-10 00:00:00
58857BR,US,Newport News,Powertrain,205P749,Industrial Engineer,Engine Systems,Industrial Engineer,grade 10 /11,Fix,Closed,-90285119,,2017-02-27,2017-03-07,96.0,54,2017-07-27,,2017-07-27,1,0,Internal,Position with experience,2017-04-22,2017-02-27 00:00:00,Grade 10 /11
58866BR,US,Seguin,Interior,54­3022,Equipment Maintenance Technician III - night shift,Central Functions,Equipment Maintenance Technician III,8NT,Variable,Closed,-90285119,2017-02-27,2017-02-28,2017-05-28,,102,2017-06-10,,2017-06-10,1,0,External,Position with experience,,2017-02-28 00:00:00,Grade 8
58870BR,US,Auburn Hills South,Powertrain,205­J122,Controls and Applications Supervisor - Engine Systems,Engine Systems,System Controls and Application Engineering Manager,Fixed salary,Fix,Closed,-90199971,2017-02-27,2017-03-14,2017-07-07,,115,2017-07-07,,2017-07-07,1,0,Internal,Position with experience,,2017-03-14 00:00:00,11
58871BR,US,Auburn Hills South,Powertrain,205­P926,Engineering Tools and Test Automation Supervisor,Engine Systems,Engineering Tools and Test Automation Services Supervisor,11,Fix,Closed,-90199971,2017-02-27,2017-03-14,2017-05-23,56.0,38,2017-06-16,,2017-06-16,1,0,External,Position with experience,2017-05-23,2017-03-14 00:00:00,11
58872BR,US,Auburn Hills South,Powertrain,205­P928,Software Engineering Manager - Engine Systems,Engine Systems,Software Engineering Manager,Fixed salary,Fix,Closed,-90199971,2017-02-27,2017-03-14,2017-05-23,56.0,38,2017-06-16,,2017-06-16,1,0,Internal,Position with experience,2017-05-23,2017-03-14 00:00:00,12
58888BR,US,Sumter,Tires,70900,Industrial Engineer - CBS,PLT Repl. The Americas,Industrial Engineer 2017,SG10­11,Fix,Closed,-90161893,2017-02-27,2017-03-21,2017-07-17,13.0,132,2017-07-31,,2017-07-31,1,0,External,Position with experience,2017-03-08,2017-03-29 00:00:00,2017-10-11 00:00:00
58898BR,US,Fletcher,Chassis & Safety,1862177,Assembly Setter,Hydraulic Brake Systems (HBS),Assembly Setter,Hourly,Variable,Closed,-90143695,2017-02-27,2017-03-01,2017-04-27,35.0,22,2017-04-27,,2017-04-27,1,0,External,Manufacturing,2017-03-23,2017-03-01 00:00:00,Hourly
58899BR,US,Fletcher,Chassis & Safety,1862177,Machine Setter,Hydraulic Brake Systems (HBS),Machine Setter,Hourly,Variable,Closed,-90143695,2017-02-27,2017-03-01,2017-05-12,12.0,140,2017-07-31,,2017-03-13,4,0,External,Manufacturing,2017-07-19,2017-03-01 00:00:00,Hourly
58899BR,US,Fletcher,Chassis & Safety,1862177,Machine Setter,Hydraulic Brake Systems (HBS),Machine Setter,Hourly,Variable,Closed,-90143695,2017-02-27,2017-03-01,2017-04-07,12.0,140,2017-07-31,,2017-04-03,4,0,External,Manufacturing,2017-07-19,2017-03-01 00:00:00,Hourly
58899BR,US,Fletcher,Chassis & Safety,1862177,Machine Setter,Hydraulic Brake Systems (HBS),Machine Setter,Hourly,Variable,Closed,-90143695,2017-02-27,2017-03-01,2017-07-19,12.0,140,2017-07-31,,2017-07-19,4,0,External,Manufacturing,2017-07-19,2017-03-01 00:00:00,Hourly
58900BR,US,Jacksonville,Tires,98656,Commercial Truck Driver,CVT,Commercial Truck Driver,6,Variable,Closed,-90291252,2017-02-27,2017-03-02,2017-03-24,,119,2017-06-29,,2017-04-03,1,0,External,Position with experience,,2017-03-02 00:00:00,6
58902BR,US,Auburn Hills North,Chassis & Safety,1764463,Engineering Intern,Continental Engineering Services (CES),Engineering Intern,Intern,Fix,Closed,-90164995,2017-02-27,2017-03-02,2017-03-14,,32,2017-04-03,,2017-04-03,1,0,External,Internship,,2017-03-02 00:00:00,
58968BR,US,Deer Park,Automotive Divisions Central Functions,57­9001,Forecast Analyst,Automotive Divisions Central Functions,Forecast Analyst,2017-10-11 00:00:00,Fix,Closed,-90352286,2017-02-28,2017-03-01,2017-03-23,,97,2017-06-06,,2017-06-06,1,0,Internal,Position with experience,,2017-03-01 00:00:00,2017-10-11 00:00:00
58979BR,US,Mt. Vernon,Tires,12650,Chem Lab Coordinator,PLT Repl. The Americas,Chem Lab Coordinator,8,Fix,Closed,-90211519,2017-02-28,2017-03-02,2017-04-10,,39,2017-04-10,,2017-04-10,1,0,Internal,Position with experience,,2017-03-02 00:00:00,8
58980BR,US,Mt. Vernon,Tires,12650,QA Lab Supervisor,PLT Repl. The Americas,QA Lab Supervisor,9,Fix,Closed,-90211519,2017-02-28,2017-03-03,2017-04-10,,38,2017-04-10,,2017-04-10,1,0,Internal,Position with experience,,2017-03-03 00:00:00,9
58981BR,US,Mt. Vernon,Tires,12620,CTD Analyst,PLT Repl. The Americas,CTD Analyst,7,Fix,Closed,-90159239,2017-02-28,2017-03-02,2017-05-04,,63,2017-05-04,,2017-05-04,1,0,External,Position with experience,,2017-03-02 00:00:00,7
58982BR,US,Mt. Vernon,Tires,12630,Sr ISO Quality Systems Mgr.,PLT Repl. The Americas,Quality Systems Specialist,11,Fix,Closed,-90159239,2017-02-28,2017-03-03,2017-05-16,,74,2017-05-16,,2017-05-16,1,0,Internal,Position with experience,,2017-03-03 00:00:00,2017-11-12 00:00:00
58984BR,US,Sumter,Tires,71010,Buyer­ Raw Materials,PLT Repl. The Americas,Buyer ­ Raw Materials (R),2017-09-10 00:00:00,Fix,Closed,-90195018,2017-02-28,2017-03-03,2017-06-07,,96,2017-06-07,,2017-06-07,1,0,External,Position with experience,,2017-03-03 00:00:00,9
59033BR,US,Marysville,ContiTech,4702,Development Co­op,Conveyor Belt Group (CBG),Development Co­op,non exempt,Variable,Closed,-90326521,2017-03-01,2017-03-02,2017-05-04,,110,2017-06-20,,2017-05-08,2,0,External,Internship,,2017-03-02 00:00:00,
59033BR,US,Marysville,ContiTech,4702,Development Co­op,Conveyor Belt Group (CBG),Development Co­op,non exempt,Variable,Closed,-90326521,2017-03-01,2017-03-02,2017-06-20,,110,2017-06-20,,2017-06-21,2,0,External,Internship,,2017-03-02 00:00:00,
59033BR,US,Marysville,ContiTech,4702,Development Co­op,Conveyor Belt Group (CBG),Development Co­op,non exempt,Variable,Closed,-90326521,2017-03-01,2017-03-02,2017-04-21,,110,2017-06-20,,,2,0,External,Internship,,2017-03-02 00:00:00,
59038BR,US,Mt. Vernon,Tires,12140,PLT Continental Filler Operator,PLT Repl. The Americas,PLT Continental Filler Operator,Hourly,Variable,Closed,-90141983,2017-03-01,2017-05-04,2017-05-04,,0,2017-05-04,,2017-05-04,1,0,External,,,00:00:00,
59040BR,US,Mt. Vernon,Tires,22040,PLT Loader / Stock Trucker Plant 4,PLT Repl. The Americas,PLT Loader / Stock Trucker Plant 4,Hourly,Variable,Closed,-90141983,2017-03-01,2017-04-20,2017-04-20,,0,2017-04-20,,2017-04-20,1,0,External,,,00:00:00,
59048BR,US,Auburn Hills North,Chassis & Safety,2364372,Algorithm Engineer,Passive Safety & Sensorics (PSS),Software/Algorithm Engineer,Exempt SG10/11,Fix,Closed,-90279580,,2017-03-01,2017-03-20,46.0,19,2017-05-05,,2017-05-05,1,0,External,Position with experience,2017-03-20,2017-03-01 00:00:00,SG 10/11 Exempt
59057BR,US,Fairlawn,ContiTech,7650,"Head Key Account Manager, OEM, Power Transmission Group",Power Transmission Group (PTG),"Head of KAM, PTG, OE Business",12,Fix,Closed,-90326526,2017-03-01,2017-03-03,2017-06-06,37.0,95,2017-07-13,,2017-07-13,1,0,Internal,Position with experience,2017-06-06,2017-03-10 00:00:00,12
59112BR,US,Charlotte/Fort Mill,Tires,99152,"Director, Sales Original Equipment (Truck Tires the Americas)",CVT,"Director, Sales ­ OE Americas (CVT)",14,Fix,Closed,-90209353,2017-03-02,2017-03-07,2017-04-24,44.0,88,2017-07-17,,2017-07-17,1,0,Internal,Executive Position,2017-06-07,2017-03-07 00:00:00,14
59114BR,US,Charlotte/Fort Mill,Tires,99463,Commerical Tire Fleet Engineer,CVT,Commercial Tire Fleet Engineer,11,Fix,Closed,-90209353,2017-03-02,2017-03-02,2017-05-19,33.0,58,2017-06-01,,2017-06-01,1,0,Manual,Position with experience,2017-05-03,2017-03-02 00:00:00,2017-10-11 00:00:00
59139BR,US,Auburn Hills North,Chassis & Safety,2264320,Customer Center Intern,Advanced Driver Assistance Systems (ADAS),,,Variable,Closed,-90260729,,2017-03-02,2017-04-06,26.0,65,2017-06-01,,2017-06-01,1,0,External,Internship,2017-04-06,00:00:00,
59142BR,US,Lincoln,ContiTech,5420,Inside Sales Representative,Others,Inside Sales Representative,9,Fix,Closed,-90326526,2017-03-02,2017-03-03,2017-05-17,77.0,75,2017-08-02,,2017-08-02,1,0,External,Position with experience,2017-05-17,2017-03-03 00:00:00,9
59143BR,US,Fairlawn,ContiTech,5420,"Key Account Manager, ERIKS",Others,"Key Account Manager, ERIKS",2017-11-12 00:00:00,Fix,Closed,-90326526,2017-03-02,2017-03-03,2017-05-31,48.0,89,2017-07-18,,2017-07-18,1,0,External,Position with experience,2017-06-15,2017-03-10 00:00:00,2017-11-12 00:00:00
59187BR,US,Sumter,Tires,80660,Tire Build Operator,PLT Repl. The Americas,Tire Build Operator 2017 (R),Hourly,Variable,Closed,-90195018,2017-03-02,2017-03-06,2017-03-31,,25,2017-03-31,,2017-03-31,6,0,External,,,00:00:00,
59187BR,US,Sumter,Tires,80660,Tire Build Operator,PLT Repl. The Americas,Tire Build Operator 2017 (R),Hourly,Variable,Closed,-90195018,2017-03-02,2017-03-06,2017-03-06,,25,2017-03-31,,2017-03-06,6,0,External,,,00:00:00,
59187BR,US,Sumter,Tires,80660,Tire Build Operator,PLT Repl. The Americas,Tire Build Operator 2017 (R),Hourly,Variable,Closed,-90195018,2017-03-02,2017-03-06,2017-03-10,,25,2017-03-31,,2017-03-10,6,0,External,,,00:00:00,
59252BR,US,Hogansville,ContiTech,240155,Industrial Engineer,Conveyor Belt Group (CBG),Industrial Engineer,Exempt,Fix,Closed,-90326526,2017-03-03,2017-03-06,2017-03-14,21.0,8,2017-04-04,,2017-04-04,1,0,External,Position with experience,2017-03-14,2017-03-06 00:00:00,10
59256BR,US,Hogansville,ContiTech,240155,Lead Accounting Specialist,Conveyor Belt Group (CBG),Lead Accounting Specialist,10,Fix,Closed,-112494,2017-03-03,2017-03-20,2017-05-09,,60,2017-05-19,,2017-05-19,1,0,External,Position with experience,,2017-03-20 00:00:00,10
59293BR,US,Deer Park,Powertrain,576143,"Mechanical Engineer Intern, Summer 2017",Transmission (TR),Intern Mechanical Engineer,2017-09-10 00:00:00,Fix,Closed,-90260729,2017-03-03,2017-03-06,2017-03-23,47.0,40,2017-06-01,,2017-06-01,1,0,External,Internship,2017-03-23,2017-03-08 00:00:00,
59307BR,US,Auburn Hills North,Automotive Divisions Central Functions,564520,Customer Quality Manager (CQM),Automotive Divisions Central Functions,Customer Quality Manager (CQM),Exempt,Fix,Closed,-90305685,2017-03-05,2017-03-15,2017-06-21,63.0,35,2017-06-21,,2017-06-21,1,0,External,Position with experience,2017-04-19,2017-03-15 00:00:00,2017-10-11 00:00:00
59310BR,US,Dearborn CoDrive,Powertrain,219­Q046,Engineering Manager,Transmission (TR),Engineering Development Manager,12,Fix,Closed,-90305685,2017-03-05,2017-03-13,2017-04-27,31.0,14,2017-04-27,,2017-04-27,1,0,Internal,Position with experience,2017-03-27,2017-03-13 00:00:00,12
59350BR,US,Allentown Pennsylvania,Interior,114730,Material Handler,Commercial Vehicles & Aftermarket (CV&AM),Material Handler,ATN­002,Variable,Closed,-90209351,2017-03-06,2017-03-06,2017-03-31,,79,2017-05-24,,2017-05-24,1,0,External,Manufacturing,,2017-03-13 00:00:00,ATN-002
59397BR,US,Somersworth,ContiTech,2301208120,Material Handler Warehouse,Mobile Fluid Systems,Weekend PM shift Material Handler ­ Conversion,th101,Variable,Closed,-90287554,2017-01-17,2017-03-06,2017-04-07,,32,2017-04-07,,2017-04-07,1,0,External,Position with experience,,2017-03-06 00:00:00,Hourly
59408BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A165,Sourcing Specialist Technical positions,Automotive Divisions Central Functions,Sourcing Specialists  Technical positions,SG 10,Fix,Closed,-90161893,2017-03-06,2017-03-10,2017-03-23,69.0,20,2017-06-07,,2017-06-07,1,0,External,Position with experience,2017-03-30,2017-03-10 00:00:00,SG9/10
59409BR,US,Charlotte/Fort Mill,Headquarters,99649,Senior Benefits Analyst,Human Resources (HR),Senior Benefits Analyst,Full­Time,Fix,Closed,-90008302,2017-03-06,2017-03-08,2017-03-22,,40,2017-04-17,,2017-04-17,1,0,External,Position with experience,,2017-03-08 00:00:00,11
59414BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A165,Sourcing Specialist Technical positions,Automotive Divisions Central Functions,Sourcing Specialists  Technical positions,SG 10,Fix,Closed,-90161893,2017-03-06,2017-03-09,2017-04-07,26.0,19,2017-04-23,,2017-04-23,1,0,External,Position with experience,2017-04-07,2017-03-09 00:00:00,SG10
59416BR,US,Halstead,ContiTech,833,Production Administrator Plant 1,Conveyor Belt Group (CBG),Production Administrator Plant 1,8,Variable,Closed,-90285119,2017-03-06,2017-03-15,2017-04-11,22.0,29,2017-05-05,,2017-04-11,1,0,External,Manufacturing,2017-04-13,2017-03-15 00:00:00,Grade 8
59418BR,US,Fairlawn,ContiTech,8110,Travel and Expense Administrator,Others,Travel and Credit Card Program Administrator,10,Fix,Closed,-90326526,2017-01-30,2017-03-06,2017-05-03,12.0,58,2017-05-15,,2017-05-15,1,0,External,Position with experience,2017-05-03,2017-03-06 00:00:00,10
59419BR,US,Santa Barbara,Chassis & Safety,222­4000,Software Engineer for Advanced Drivers Assistance Systems,Advanced Driver Assistance Systems (ADAS),Software Engineer for Advanced Drivers Assistance Systems,2017-10-11 00:00:00,Fix,Closed,-90370132,2017-03-06,2017-03-30,2017-06-06,42.0,68,2017-07-18,,2017-07-18,1,0,External,Position with experience,2017-06-06,2017-04-04 00:00:00,2017-10-11 00:00:00
59421BR,US,Charlotte/Fort Mill,Tires,CDIM,Central Demand Planner,PLT Repl. The Americas,Central Demand Planner,10,Fix,Closed,-90352286,2017-03-06,2017-03-10,2017-04-04,,87,2017-06-05,,2017-06-05,1,0,External,Position with experience,,2017-03-10 00:00:00,11
59432BR,US,Somersworth,ContiTech,2301219740,IT Manager,Mobile Fluid Systems,IT Manager,2017-11-12 00:00:00,Fix,Closed,-90287554,2017-03-07,2017-03-13,2017-03-21,4.0,98,2017-06-23,,2017-06-23,1,0,Internal,Position with experience,2017-03-17,2017-03-13 00:00:00,11E
59473BR,US,Fletcher,Chassis & Safety,1862408,Material Handler,Hydraulic Brake Systems (HBS),Material Handler,Hourly,Variable,Closed,-90143695,2017-03-06,2017-03-07,2017-04-04,28.0,0,2017-04-04,,2017-04-04,1,0,External,,2017-03-07,00:00:00,
59484BR,US,St. Marys,ContiTech,112150,Operations Manager,Conveyor Belt Group (CBG),Operations Manager,Grade 12,Fix,Closed,-90339946,2017-03-03,2017-03-07,2017-03-14,1.0,14,2017-03-22,,2017-03-22,1,0,External,Position with experience,2017-03-13,2017-03-07 00:00:00,Grade 12
59496BR,US,Fletcher,Chassis & Safety,1862351,Intern ­ Quality Systems,Hydraulic Brake Systems (HBS),Intern ­ Quality System,intern,Fix,Closed,-90143695,2017-03-07,2017-03-13,2017-05-19,39.0,28,2017-05-19,,2017-05-19,1,0,External,Internship,2017-04-10,2017-03-13 00:00:00,
59500BR,US,Troy,Interior,205­B861,Project Manager,Body and Security (B&S),Program Manager S1_012­17_TRO,12,Fix,Closed,-90373363,2017-03-08,2017-03-08,2017-05-17,81.0,40,2017-07-07,,2017-07-07,1,0,Internal,Position with experience,2017-05-17,2017-05-03 00:00:00,SG 12 Exmept
59502BR,US,Auburn Hills North,Chassis & Safety,164720,Vehicle Dynamics Purchasing Intern,Vehicle Dynamics (VED),Vehicle Dynamics Purchasing Intern,Internship,Fix,Closed,-90260729,2017-03-08,2017-03-21,2017-04-03,55.0,16,2017-05-31,,2017-05-31,1,0,External,Internship,2017-04-06,2017-03-21 00:00:00,
59505BR,US,Charlotte/ Westinghouse,Tires,99451,Warranty Adjustment Center Utility,PLT Repl. The Americas,Warranty Adjustment Center Utility,Non­Exempt,Variable,Closed,-90209353,2017-03-08,2017-04-06,2017-05-31,23.0,88,2017-07-03,,2017-07-03,1,0,External,Position with experience,2017-03-14,2017-04-06 00:00:00,7
59507BR,US,Charlotte/Fort Mill,Tires,99141,"Director of Sales, PLT Replacement US",PLT Repl. The Americas,"Director of Sales, Distribution",14,Fix,Closed,-90209353,2017-03-08,2017-03-13,2017-05-12,,86,2017-06-07,,2017-06-07,1,0,Internal,Executive Position,,2017-03-13 00:00:00,14
59511BR,US,Lincoln,ContiTech,4708,Coop ­ R&D Engineering,Conveyor Belt Group (CBG),Coop ­ R&D Engineering,Non­Exempt,Variable,Closed,-90324350,2017-03-07,2017-03-21,2017-06-07,,78,2017-06-07,,2017-06-07,1,0,External,Working Student,,2017-03-21 00:00:00,
59562BR,US,Somersworth,ContiTech,2301203040,BM Welding­/EBA Assistant,Mobile Fluid Systems,BM Welding­EBA Assistant 5 ­ BMD2 (Convert Chris Dolliver),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-10,2017-04-19,,40,2017-04-19,,2017-04-19,1,0,External,Position with experience,,2017-03-10 00:00:00,Hourly
59564BR,US,Somersworth,ContiTech,2301203030,Blow Mold Cell Lead BMN1,Mobile Fluid Systems,BM Cell Leader 1  BMN1,Hourly,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-04-24,,47,2017-04-24,,2017-04-24,1,0,Internal,Position with experience,,2017-03-27 00:00:00,Hourly
59566BR,US,Somersworth,ContiTech,2301202030,FE Material Prep. Operator,Mobile Fluid Systems,FE Material Prep. Operator (Convert John Castro),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-10,2017-04-18,,39,2017-04-18,,2017-04-18,1,0,Internal,Position with experience,,2017-03-10 00:00:00,Hourly
59567BR,US,Somersworth,ContiTech,2301202020,FE Vulcanization Operator,Mobile Fluid Systems,FE Vulcanization Operator (Replace Sawyer Trembly),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-03-31,,23,2017-03-31,,2017-03-31,1,0,External,Position with experience,,2017-03-08 00:00:00,Hourly
59569BR,US,Somersworth,ContiTech,2301203040,Cell Lead (Welding/EBA) BMD2,Mobile Fluid Systems,Cell Leader (Welding/EBA),Hourly,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-03-29,,30,2017-04-07,,2017-04-07,1,0,Internal,Position with experience,,2017-03-17 00:00:00,Hourly
59570BR,US,Somersworth,ContiTech,2301208120,Group Lead Warehouse,Mobile Fluid Systems,Weekend AM shift Group Lead ­replacement,th105,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-05-19,,72,2017-05-19,,2017-05-19,1,0,Internal,Position with experience,,2017-03-08 00:00:00,Hourly
59571BR,US,Somersworth,ContiTech,2301203030,Blow Mold Cell Lead BMD2,Mobile Fluid Systems,BM Cell Leader 4,Hourly,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-05-02,,55,2017-05-02,,2017-05-02,1,0,External,Position with experience,,2017-03-17 00:00:00,Hourly
59574BR,US,Somersworth,ContiTech,2301203040,Cell Lead (Welding/EBA) BMD2,Mobile Fluid Systems,Cell Leader BMD2 (Welding/EBA),Hourly,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-03-31,,23,2017-03-31,,2017-03-31,1,0,Internal,Position with experience,,2017-03-08 00:00:00,Hourly
59575BR,US,Somersworth,ContiTech,2301203040,BM Welding/­EBA Assistant,Mobile Fluid Systems,BM Welding­EBA Assistant 5 ­ BMD2 (Convert Eric Ferrand),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-10,2017-04-17,,38,2017-04-17,,2017-04-17,1,0,External,Position with experience,,2017-03-10 00:00:00,Hourly
59576BR,US,Troy,Interior,205­B974,"Mechanical Engineering Intern, Summer 2017",Body and Security (B&S),Summer Intern,Student,Variable,Closed,-90260729,2017-03-07,2017-03-08,2017-04-19,13.0,71,2017-05-31,,2017-05-31,1,0,External,Internship,2017-04-19,2017-03-08 00:00:00,
59578BR,US,Somersworth,ContiTech,2301203040,Cell Lead (Welding/EBA) BMN1,Mobile Fluid Systems,Cell Leader BMN1 (Welding/EBA),Hourly,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-04-18,,41,2017-04-18,,2017-04-18,1,0,External,Position with experience,,2017-03-22 00:00:00,Hourly
59580BR,US,Somersworth,ContiTech,2301202040,FE Finishing Operator,Mobile Fluid Systems,FE Finishing Operator 3rd Shift (Convert Katherine Stanwood),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-20,2017-05-05,,46,2017-05-05,,2017-05-05,1,0,Internal,Position with experience,,2017-03-20 00:00:00,Hourly
59582BR,US,Troy,Interior,205­B974,Mechanical Engineering Intern,Body and Security (B&S),Part Time Mechanical Engineering Intern,Part Time (full in Summer),Variable,Closed,-90260729,2017-03-07,2017-03-08,2017-05-23,13.0,78,2017-06-07,,2017-06-07,1,0,External,Internship,2017-04-19,2017-03-08 00:00:00,
59582BR,US,Troy,Interior,205­B974,Mechanical Engineering Intern,Body and Security (B&S),Part Time Mechanical Engineering Intern,Part Time (full in Summer),Variable,Closed,-90260729,2017-03-07,2017-03-08,2017-04-10,13.0,78,2017-06-07,,,1,0,External,Internship,2017-04-19,2017-03-08 00:00:00,
59583BR,US,Somersworth,ContiTech,2301202020,FE Vulcanization Operator,Mobile Fluid Systems,FE Vulcanization Operator (Replace Jeremy Cande),TH101,Variable,Closed,-90287554,2017-03-08,2017-03-08,2017-03-31,,23,2017-03-31,,2017-03-31,1,0,Internal,Position with experience,,2017-03-08 00:00:00,Hourly
59605BR,US,Charlotte/Fort Mill,Tires,99620,Accounting Associate - Logistics,Central Divisional Functions,Accounting Associate Logistics,9,Fix,Closed,-90209353,2017-03-08,2017-03-09,2017-03-22,40.0,55,2017-06-12,,2017-06-12,1,0,Referral,Position with experience,2017-04-21,2017-03-09 00:00:00,9
59606BR,US,Newport News,Powertrain,214­219,Intern,Engine Systems,Intern (Plant IE),SPT,Fix,Closed,-90008833,2017-03-08,2017-03-08,2017-03-15,,7,2017-03-15,,2017-03-15,2,0,External,Internship,,2017-03-08 00:00:00,
59611BR,US,Bolingbrook,Tires,98059,BestDrive Commercial Salesperson,CVT,BestDrive Commercial Salesperson,9,Fix,Closed,-90291252,2017-03-08,2017-03-27,2017-04-12,,79,2017-06-14,,2017-05-04,1,0,External,Position with experience,,2017-03-27 00:00:00,9
59613BR,US,Allentown Pennsylvania,Interior,114710,Continuous Improvement Intern,Commercial Vehicles & Aftermarket (CV&AM),CBS Intern Supply Chain Management,SPA,Variable,Closed,-90209351,2017-02-02,2017-03-08,2017-04-18,,77,2017-05-24,,2017-05-24,1,0,External,Working Student,,2017-03-08 00:00:00,
59621BR,US,Mt. Vernon,Tires,99463,Technical Customer Services Manager – USA/Canada,CVT,Technical Customer Service Managers,12,Fix,Closed,-90209353,2017-03-08,2017-03-10,2017-05-16,36.0,31,2017-05-16,,2017-05-16,1,0,Internal,Position with experience,2017-04-10,2017-03-10 00:00:00,12
59627BR,US,Sumter,Tires,80660,Tire Build Operator,PLT Repl. The Americas,Tire Build Operator 2017 (R),Hourly,Variable,Closed,-90195018,2017-03-09,2017-03-24,2017-03-27,2.0,3,2017-03-27,,2017-03-27,8,0,External,,2017-03-22,00:00:00,
59627BR,US,Sumter,Tires,80660,Tire Build Operator,PLT Repl. The Americas,Tire Build Operator 2017 (R),Hourly,Variable,Closed,-90195018,2017-03-09,2017-03-24,2017-03-24,2.0,3,2017-03-27,,2017-03-24,8,0,External,,2017-03-22,00:00:00,
59652BR,US,Charlotte/Fort Mill,Tires,99173,CVT Inside Sales Representative - French Speaking,CVT,CVT  Inside Sales and Services,8,Fix,Closed,-90209353,2017-03-09,2017-03-09,2017-03-24,,54,2017-05-02,,2017-05-02,1,0,External,Position with experience,,2017-03-10 00:00:00,8
